name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,action_text
Farfetch,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
FedEx,United States,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Ferragamo,Italy,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Ferrari,Italy,Consumer Discretionary,B,B,suspended,yes,suspend sales in Russia
Fidelity,United States,Financials,B,,suspended,no,Suspend trading of Russian securities
Finnlines,Finland,Industrials,B,B,suspended,yes,suspend all traffic to Russia
Fitch,United States,Financials,B,B,suspended,yes,suspend operations in Russia
Fiverr,Israel,Consumer Discretionary,B,B,suspended,yes,suspend business
Fluidra,Spain,Industrials,B,F,suspended,yes,Stopped busisness. In process of selling subsidaries
Forest Stewardship Council (FSC),Germany,NGO,B,B,suspended,yes,suspend all trading certificates in Russia &amp; Belarus and block all controlled wood sourcing from the two countries
Fortinet,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Foster + Partners,United Kingdom,Industrials,B,B,suspended,yes,stop work on projects in Russia
Fujitsu,Japan,Information Technology,B,B,other,yes,cease orders and shipments to Russia
Fédération Internationale de Motocyclisme,Switzerland,NGO,B,B,other,yes,"ban Russian, Belarusian licence holders"
Ganni,Denmark,Consumer Discretionary,B,B,other,yes,freeze all trade with Russia
Gap Inc,United States,Consumer Discretionary,B,C,suspended,yes,stopped shipments to franchisees in Russia
Gasum,Finland,Energy,B,,suspended,no,Suspend all purchases from Russia
Generac,United States,Industrials,B,,suspended,no,Suspend all business in Russia
Gestamp,Spain,Consumer Discretionary,B,B,suspended,yes,stopped production
GetYourGuide,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend all Russian operations
Goodyear,United States,Consumer Discretionary,B,B,suspended,yes,suspend shipments of tires to Russia
Grainpro,United States,Materials,B,B,suspended,yes,suspend all operations in Russia
Grammarly,United States,Information Technology,B,B,other,yes,block users located in Russia and Belarus from using products or services
Graphisoft,Hungary,Information Technology,B,B,suspended,yes,"suspended new activities, disabled access to our commercial services in Russia"
Grupa Azoty,Poland,Materials,B,B,suspended,yes,stopped exporting its products to Russia or Belarus
Grupo Antolín,Spain,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Grupo Bimbo,Mexico,Consumer Staples,B,B,suspended,yes,"Suspended distribution of the Bimbo Brand at retail, but left Moscow Bimbo QSR plant operating for food service products"
HARIBO,Germany,Consumer Staples,B,B,suspended,yes,suspend production to Russia
HHLA,Germany,Financials,B,B,suspended,yes,suspend entry of Russian shipments at owned ports
HMM,South Korea,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Hannover Re,Germany,Financials,B,B,suspended,yes,halt underwriting business
Hapag Lloyd,Germany,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Harley-Davidson,United States,Consumer Discretionary,B,B,other,yes,suspending all business in Russia
Hasbro,United States,Consumer Discretionary,B,B,suspended,yes,pause toy shipments of Russia
Heraeus,Germany,Industrials,B,B,suspended,yes,stop goods and money flows to Russia
Herbalife,United States,Consumer Staples,B,C,suspended,yes,suspend sales and shipments to Russia
Hermes,France,Consumer Discretionary,B,B,suspended,yes,suspend all operations in Russia
Herzog &amp; de Meuron,Switzerland,Industrials,B,,suspended,no,suspend work on Russian projects
Hexagon,Sweden,Information Technology,B,B,other,yes,freeze all business activities
Hindalco,India,Materials,B,F,suspended,yes,suspend operations
Hitachi Construction,Japan,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Honda,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Honey Group,Finland,Consumer Staples,B,B,suspended,yes,suspend sales to Russia
Hugo Boss,Germany,Consumer Discretionary,B,B,other,yes,temporarily close stores and e-commerce sites
Hunkemoller,Netherlands,Consumer Discretionary,B,B,suspended,yes,suspend operations of on-site and online stores
Husqvarna,Sweden,Consumer Discretionary,B,B,suspended,yes,stop exports to Russia &amp; halt investments
Hyundai,South Korea,Consumer Discretionary,B,B,suspended,yes,suspend manufacturing in Russia
ICBC,China,Financials,B,B,other,yes,curtail Russian access to capital markets
Iberia,Spain,Industrials,B,B,other,yes,canceling flights to Russia
Icecat,Netherlands,Industrials,B,B,other,yes,suspends activities for the Russian market
Illinois Tool Works,United States,Industrials,B,B,other,yes,suspension of sales to Russia
Indeed,United States,Information Technology,B,B,suspended,yes,suspend service in Russia
Institute of Internal Auditors,United States,Industrials,B,B,suspended,yes,suspend business in Russia
Intel,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia
Interactive Advertising Bureau,United States,Industrials,B,B,suspended,yes,suspend licensing in Russia and Belarus
Intercomm Foods,Greece,Consumer Staples,B,B,other,yes,Stopping shipments to Russia
International Canoe Federation,Switzerland,NGO,B,B,suspended,yes,suspend Russian athletes &amp; relocate Russian events
International Federation of Sport Climbing,Italy,NGO,B,B,suspended,yes,suspend Russian teams from participation; suspend Russian events
International Tennis Federation,United Kingdom,NGO,B,B,suspended,yes,suspend Russian partnerships
Intertek,United States,Industrials,B,B,suspended,yes,suspend operations
Intuit,United States,Information Technology,B,B,suspended,yes,suspend customer accounts
Isuzu,Japan,Consumer Discretionary,B,,suspended,no,Suspend business in Russia
JCB,United Kingdom,Industrials,B,B,suspended,yes,pause business in Russia
Jablotron,Czech Republic,Consumer Discretionary,B,B,other,yes,halts sales and blocks data services to products assembled in  Russia
Japan Credit Bureau (JCB),Japan,Financials,B,,suspended,no,suspend operations in Russia
Johnson Controls,Ireland,Industrials,B,B,suspended,yes,suspend operations in Russia
Julipedra,Portugal,Materials,B,B,suspended,yes,suspended exports to Russia
Jungheinrich,Germany,Industrials,B,B,suspended,yes,keep Russia office; stop exports to Russia
Juniper Networks,United States,Information Technology,B,B,suspended,yes,suspend sales in Russia
KBC Group,Belgium,Financials,B,B,suspended,yes,suspend transactions with certain Russian banks
KGHM,Poland,Materials,B,B,suspended,yes,"suspended Russian contracts, subsidiary ZANAM Vostok in Russia"
KLM,Netherlands,Industrials,B,B,other,yes,cancel flights to and from Russia
KONE,Finland,Industrials,B,B,suspended,yes,suspend deliveries to Russia &amp; stop new Russian orders
KUKA,Germany,Industrials,B,B,suspended,yes,suspend all business with Russia
Kepenou Mills,Greece,Consumer Staples,B,B,suspended,yes,stop wheat orders from Russia
Kering,France,Consumer Discretionary,B,B,other,yes,close all stores in Russia
Kerry Group,Ireland,Consumer Staples,B,B,other,yes,suspending operations
Kingston,United States,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Kodak Alaris,United Kingdom,Information Technology,B,B,suspended,yes,suspend all business activity into Russia &amp; Belarus
Komatsu,Japan,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Konecranes,Finland,Industrials,B,B,suspended,yes,stop all orders from Russia
Konica Minolta,Japan,Consumer Discretionary,B,B,suspended,yes,new shipments suspended
Korean Air Lines,South Korea,Industrials,B,B,other,yes,no flying over Russian airspace; Russian flights cancelled
Korn Ferry,United States,Industrials,B,B,suspended,yes,suspend business in Russia
Krombacher,Germany,Consumer Staples,B,B,suspended,yes,stopped exports to Russia
Kronospan,Austria,Materials,B,F,other,yes,Separated out all business activities in Russia
Kubota,Japan,Industrials,B,B,other,yes,cancel production of equipment orders from Russian
Kurokesu,Lithuania,Consumer Discretionary,B,B,suspended,yes,suspend shipments to Russia
Kyocera,Japan,Information Technology,B,B,suspended,yes,suspend deliveries of all devices to Russia
Kärcher,Germany,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia &amp; halt investments
Körber,Germany,Industrials,B,B,suspended,yes,suspend new business with Russia
L'Oreal,France,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
LCBO,Canada,Consumer Staples,B,B,suspended,yes,suspend Russian-produced products
LG Electronics,South Korea,Information Technology,B,B,suspended,yes,suspend new product shipments to Russia
LUSH,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend online sales &amp; supply to Russia
La Lorraine,Belgium,Consumer Staples,B,B,suspended,yes,halt its 50mn euro investment in Moscow
Lanxess,Germany,Materials,B,B,suspended,yes,suspend business activities with Russia
Lego,Denmark,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Leonardo,Italy,Industrials,B,B,suspended,yes,pause all JVs in Russia; helicopter production
Les Ballets de Monte-Carlo,Monaco,Consumer Discretionary,B,B,suspended,yes,suspend performance rights for his ballet
Levi Strauss,United States,Consumer Discretionary,B,B,suspended,yes,suspend all sales in Russia
Lexmark,United States,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Little Caesar's,United States,Consumer Discretionary,B,B,suspended,yes,suspend Russian franchise support
Live Nation Entertainment,United States,Communication Services,B,B,suspended,yes,stop business with Russia
Lladró,Spain,Consumer Discretionary,B,B,suspended,yes,suspended service and shipment to Russia.  No new requests
Louis Dreyfus,Netherlands,Consumer Staples,B,B,suspended,yes,suspend operations in Russia
Lumen,United States,Communication Services,B,B,other,yes,cut networks to Russia
M&amp;G,United Kingdom,Financials,B,,other,no,phased divestment of Russian assets
MS &amp; AD Insurance Group,Japan,Financials,B,,other,no,suspending operations
MSC,United States,Financials,B,B,other,yes,temporary suspension of all shipments to Russia
MSC Cruises,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend calls to Russia
MV Group,Lithuania,Consumer Staples,B,B,other,yes,"suspends all imports and orders, froze partner brands"
MVRDV,Netherlands,Industrials,B,B,suspended,yes,suspend operations in Russia
Magna,Canada,Consumer Discretionary,B,B,suspended,yes,suspend Russian plants
Magna Steyr,Austria,Consumer Discretionary,B,B,suspended,yes,suspend deliveries to Russia
Mango,Spain,Consumer Discretionary,B,B,suspended,yes,suspend direct operations in Russia
Manolo Blahnik,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend sales to Russia
Marks &amp; Spencer,United Kingdom,Consumer Staples,B,,suspended,no,suspend all shipments to Russia
Marriott,United States,Consumer Discretionary,B,B,suspended,yes,suspend all Russian operations
Marvell,United States,Information Technology,B,B,suspended,yes,suspend all sales to Russia in compliance with sanctions
Mastercard,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Match Group,United States,Communication Services,B,F,other,yes,"Stated will leave Russia by June 30, 2023"
Mattel,United States,Consumer Discretionary,B,B,suspended,yes,suspend shipments into Russia
Mazda,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
McCormick,United States,Consumer Staples,B,B,suspended,yes,suspend operations in Russia
Meggit,United Kingdom,Industrials,B,B,other,yes,cease all imports and exports with Russia
Meta,United States,Communication Services,B,B,suspended,yes,suspend Russian advertising
Metsa,Finland,Materials,B,B,suspended,yes,suspend operations at Russian mill
Metso Outotec,Finland,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Mettler Toledo,United States,Health Care,B,B,suspended,yes,suspend all shipments to Russia
Michelin,France,Consumer Discretionary,B,B,suspended,yes,suspended all operations in Russia
Micro Focus,United Kingdom,Information Technology,B,,suspended,no,Suspended business in Russia
Micron,United States,Information Technology,B,B,suspended,yes,Suspend shipments to Russia according to sanctions
Microsoft,United States,Information Technology,B,C,suspended,yes,suspend new sales in Russia but continue existing access
Milk Hydrosan sp. z o.o.,Poland,Industrials,B,B,suspended,yes,suspended Russian contracts
Mitsubishi Electric,Japan,Industrials,B,B,suspended,yes,stop all sales to Russia but reserve the right to return
Mitsubishi Motors,Japan,Consumer Discretionary,B,B,suspended,yes,suspended operations at Russian plant
Mobatime (Elekon),Czech Republic,Consumer Discretionary,B,B,suspended,yes,stopped activity and remotely stopped clock on Russian Academy of Sciences
Moncler,Italy,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Moneygram,United States,Financials,B,,suspended,no,suspend all payments to Russia
MongoDB,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia and Belarus
Mothercare,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Motorola Solutions,United States,Information Technology,B,B,suspended,yes,suspend service orders to Russia
Munich Re,Germany,Financials,B,B,suspended,yes,not renew current contracts &amp; suspend new business
NCR,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia
NEC,Japan,Information Technology,B,B,suspended,yes,suspend all future sales
NHL,United States,NGO,B,B,suspended,yes,pause all partnerships in Russia
NSG Group (Pilkington),Japan,Materials,B,B,other,yes,suspension all trading and investment
NXP Semiconductors,Netherlands,Information Technology,B,B,suspended,yes,suspend all shipments to and business with Russia
Namecheap,United States,Information Technology,B,B,suspended,yes,stop offering products to Russia
Nemak,Mexico,Consumer Discretionary,B,B,suspended,yes,halt production in Russia
Neste Oyj,Finland,Energy,B,B,suspended,yes,suspend purchases of Russian oil
NetApp,United States,Information Technology,B,B,suspended,yes,suspend business operations in Russia
New Balance,United States,Consumer Discretionary,B,B,suspended,yes,suspend shipments to Russia
New Development Bank,China,Financials,B,B,other,yes,curtail Russian access to capital markets
Niantic Labs,United States,Information Technology,B,B,other,yes,products made unavailable in Russia
Nikon,Japan,Consumer Discretionary,B,B,suspended,yes,suspend shipments to Russia
Nintendo,Japan,Communication Services,B,B,suspended,yes,suspend all sales in Russia
Nippon Telegraph and Telephone Corporation (NTT),Japan,Communication Services,B,,sold,no,"Completed sale of business, transitioning team"
Norton,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia
Nozbe,Poland,Industrials,B,B,other,yes,cut off services for Russia and Belarus
Nu Skin,United States,Consumer Staples,B,B,suspended,yes,suspend Russian operations
Nutanix,United States,Information Technology,B,B,suspended,yes,pause all sales and support to Russia
Nvidia,United States,Information Technology,B,B,suspended,yes,suspend all sales in Russia
ON24,United States,Information Technology,B,B,suspended,yes,suspend all Russian activities
OP Bank Lithuania,Lithuania,Financials,B,B,suspended,yes,temporarily stop the processing of all  payments from and to Russia &amp; Belarus
Olvi,Finland,Consumer Staples,B,B,suspended,yes,stop exports to Russia
Olympus,Japan,Information Technology,B,B,suspended,yes,suspend sales of Scientific Solutions portfolio and all capital investments
OpenText,Canada,Information Technology,B,B,suspended,yes,suspend all business
Oracle,United States,Information Technology,B,B,suspended,yes,suspend all operations in Russia
Orion,Finland,Health Care,B,C,other,yes,Discontinued business operations in Russia
Outokumpu,Finland,Materials,B,B,suspended,yes,stop sales and deliveries to Russia
PTC,United States,Information Technology,B,B,other,yes,discontinue all business operations and sales
PVH,United States,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
PagerDuty,United States,Information Technology,B,B,suspended,yes,suspend cooperation with Russian customers
Panasonic,Japan,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Papa John's,United States,Consumer Discretionary,B,B,suspended,yes,suspend support for all Russian franchises
Par Pacific,United States,Energy,B,B,suspended,yes,suspend purchases of Russian crude oil
Paramount,United States,Communication Services,B,B,suspended,yes,pause new content releases to Russia
Payoneer,United States,Information Technology,B,B,other,yes,close Russian accounts
Paypal,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Peak Design,United States,Consumer Staples,B,B,other,yes,shut down sales to Russia
Pekao SA,Poland,Financials,B,B,suspended,yes,transactions in Russian ruble suspended
Pernod Ricard,France,Consumer Staples,B,B,suspended,yes,"Resumed exports to Russia, then halted after calls to boycott"
Pivovary Staropramen,Czech Republic,Consumer Staples,B,B,suspended,yes,suspended beer exports
Playmobil,Germany,Consumer Discretionary,B,B,suspended,yes,stop all sales to Russia
Plzeňský Prazdroj,Czech Republic,Consumer Staples,B,B,suspended,yes,suspend sales to Russia
Podravka,Croatia,Consumer Staples,B,B,suspended,yes,stop deliveries to Russia
Polaris,United States,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia
Porsche,Germany,Consumer Discretionary,B,B,other,yes,end shipments of new cars; dealerships running and warranty obligations honored
Prada,Italy,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Preem AB,Sweden,Energy,B,B,suspended,yes,suspend purchases of Russian oil
Prosus,Netherlands,Industrials,B,B,sold,yes,In process of divesting from local subsidiary
Puma,Germany,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
QS,United Kingdom,NGO,B,B,other,yes,cease activity with Russian customers &amp; cease promotion of Russian universities
Qlik,Sweden,Information Technology,B,B,suspended,yes,suspend sales and services to Russia
Qualcomm,United States,Information Technology,B,B,suspended,yes,suspend shipments to Russia
RTB,United States,Industrials,B,,suspended,no,Suspended business in Russia
Rabobank,Netherlands,Financials,B,B,other,yes,curtail Russian access to capital markets
Radio Free Europe,Czech Republic,Communication Services,B,B,suspended,yes,suspend operations in Russia
Rakovnický Pivovar,Czech Republic,Consumer Staples,B,B,sold,yes,stopped exports and withdrew some products for sale in Russia
Ralph Lauren,United States,Consumer Discretionary,B,B,suspended,yes,pause operations in Russia
Ravensburger | BRIO,Germany,,B,,other,no,Russia distribution through Alisa Toys
Raytheon,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
Recruit Holdings,Japan,Industrials,B,,suspended,no,Suspend Russian access
Reima,Finland,Consumer Discretionary,B,B,suspended,yes,suspend all sales into Russia
Remitly Global,United States,Information Technology,B,B,suspended,yes,stop accepting new users in Russia
Renishaw,United Kingdom,Industrials,B,,suspended,no,Suspended business in Russia
Revolut,United Kingdom,Financials,B,B,suspended,yes,stop top-ups for Russian cards and block transfers to Russian institutions
Richemont,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend all operations in Russia
Ricoh,Japan,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Roca,Spain,Consumer Discretionary,B,B,other,yes,closure of plants
Rockwell Automation,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
Roland DG,Japan,Information Technology,B,B,suspended,yes,suspend all exports and sales to Russia
Rolex,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia
Rolls Royce,United Kingdom,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Rotork,United Kingdom,Industrials,B,,suspended,no,Suspended business in Russia
Rovio,Finland,Information Technology,B,B,other,yes,remove games from app stores in Russia
Royal Caribbean Cruises,United States,Consumer Discretionary,B,B,other,yes,Cancel summer cruise ship visits to Russia
Royal Society of Chemistry,United Kingdom,NGO,B,B,suspended,yes,pause activities with Russian institutions
SSAB,Sweden,Materials,B,B,other,yes,shipments and sales to Russia discontinued
STIHL,Germany,Consumer Discretionary,B,B,suspended,yes,suspend deliveries to Russia
Safran,France,Industrials,B,B,suspended,yes,stop all activities in Russia
Samsonite International,Luxembourg,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Samsung,South Korea,Information Technology,B,B,suspended,yes,suspend all shipments to Russia
Sandvik,Sweden,Industrials,B,B,suspended,yes,suspend all operations in Russia
Sardina,Croatia,Consumer Staples,B,B,suspended,yes,suspend deliveries to Russia
Scandinavian Tobacco,Denmark,Consumer Staples,B,B,suspended,yes,suspend most operations in Russia
Scania,Sweden,Industrials,B,B,suspended,yes,suspend all sales in Russia
Schwarz Group,Germany,Consumer Staples,B,B,suspended,yes,stop sales of Russian products in stores
Sennheiser,Germany,Information Technology,B,B,suspended,yes,suspend all business &amp; stop exports
Sharp Group,Japan,Information Technology,B,B,suspended,yes,suspend shipping into Russia
Sherwin Williams,United States,Industrials,B,,suspended,no,suspend business
Shiseido,Japan,Consumer Staples,B,B,suspended,yes,suspend export shipments to Russia
Siemens Energy AG,Germany,Industrials,B,B,sold,yes,Sold factory and stake in russian Companies
Sigma Group,Czech Republic,Industrials,B,D,suspended,yes,suspend business
Simba Dickie Group,Germany,Consumer Discretionary,B,B,suspended,yes,suspend all business in Russia including with local independent distributor
Skytrax,United Kingdom,NGO,B,B,suspended,yes,suspend all audit and rating analysis
Smartway Pharmaceuticals,United Kingdom,Health Care,B,B,suspended,yes,"suspended all operations, most supplies, and all advertising"
Sodeca,Spain,Industrials,B,B,other,yes,cut off all supplies to Russian partners
Solvay,Belgium,Materials,B,B,suspended,yes,suspend operations in Russia
SonoSim,United States,Health Care,B,B,suspended,yes,suspend distributor relationship in Russia
Sony,Japan,Consumer Discretionary,B,B,suspended,yes,"pause release of new films in Russia, suspending console and game sales in Russia"
Sportradar,Switzerland,Consumer Discretionary,B,B,suspended,yes,"suspend all new investments in Russia, including signing new customers"
Spotify,Sweden,Communication Services,B,C,suspended,yes,closed office and suspend service
SriLankan Airlines,Sri Lanka,Industrials,B,B,suspended,yes,suspend flights between Sri Lanka and Russia
Stellantis,Netherlands,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Storytel,Sweden,Communication Services,B,B,suspended,yes,pause operations in Russia
Subaru,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Sumitomo Group,Japan,Financials,B,B,other,yes,scaling back or suspending all Russian-related business
Supercell,Finland,Information Technology,B,B,other,yes,remove games from app stores in Russia
Swagelok,United States,Industrials,B,,suspended,no,Suspended business in Russia
Swarovski,Liechtenstein,Consumer Discretionary,B,B,suspended,yes,suspend all sales in Russia
Swatch,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend direct operations in Russia
Sweco,Sweden,Industrials,B,B,suspended,yes,stop all projects in Russia
Synopsys,United States,Information Technology,B,B,suspended,yes,suspend all operations in Russia
Systemair,Sweden,Industrials,B,B,suspended,yes,suspend all sales to Russia
T Machinery,Czech Republic,Industrials,B,B,suspended,yes,Stopped cooperation
TSMC,Taiwan,Information Technology,B,B,suspended,yes,suspend all shipments to Russia
TTC Holding,Czech Republic,Real Estate,B,B,suspended,yes,suspended activities
Tadano,Japan,Industrials,B,B,other,yes,suspension of shipments into Russia
Take-Two Interactive,United States,Communication Services,B,B,suspended,yes,"halt sales, marketing and more in Russia"
Talgo,Spain,Industrials,B,B,other,yes,"Ended activity, service center still exists"
Tanin,Slovenia,Materials,B,B,suspended,yes,goods are stopped
Tata Motors,India,Consumer Discretionary,B,B,suspended,yes,Paused sales of Jaguar Land Rover in Russia
Tendam,Spain,Consumer Discretionary,B,B,suspended,yes,suspend activity in Russia
Thales,France,Industrials,B,,suspended,no,Suspended business in Russia
The Navigator Company,Portugal,Materials,B,B,suspended,yes,suspend all marketing in Russia
Thermo Fisher,United States,Health Care,B,B,suspended,yes,suspend sales and manufacturing in Russia
TikTok,United States,Communication Services,B,B,suspended,yes,suspend operations in Russia
Timken,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
TomTom,Netherlands,Information Technology,B,C,sold,yes,"turn off live traffic for Russia, cut ties with several Russian customers, some customers are still under review"
Torm,Denmark,Industrials,B,B,suspended,yes,effectively suspend shipments to Russia
Tous,Spain,Consumer Discretionary,B,B,other,yes,close shops and online store in Russia
Triumph,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend Russian business
Twin Disc,United States,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Twitter,United States,Communication Services,B,B,suspended,yes,suspend certain operations in Russia
UL,United States,Industrials,B,B,suspended,yes,stop all work in Russia &amp; Belarus and not take on or pursue any new customer orders
UPM,Finland,Materials,B,B,suspended,yes,temporarily suspend operations and sales in Russia
UPS,United States,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Ubisoft,France,Information Technology,B,B,suspended,yes,suspend new sales to Russia
UiPath,United States,Information Technology,B,B,suspended,yes,suspend sales in Russia
Under Armour,United States,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Uniqlo/Fast Retailing,Japan,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Universal Music Group,Netherlands,Consumer Discretionary,B,,sold,no,Suspended all operations in Russia and closed offices
Upwork,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
VF Corporation,United States,Consumer Discretionary,B,B,suspended,yes,temporarily suspend commercial activities
VMWare,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Valero Energy,United States,Energy,B,B,suspended,yes,suspend purchases of Russian oil
Vattenfall,Sweden,Utilities,B,C,other,yes,shifting energy purchases away from Russia
Veeam,United States,Information Technology,B,B,suspended,yes,pause sales in Russia
Vesuvius,United Kingdom,Industrials,B,,suspended,no,Suspend deliveries to Russian customers
Victoria’s Secret,United States,Consumer Discretionary,B,B,suspended,yes,"stop exports to Russia, pause sales in Russia by franchisers, suspend online sales"
Viessmann,Germany,Industrials,B,B,suspended,yes,stop business with Russia &amp; stop deliveries to and from Russia
Vietnam Airlines,Vietnam,Industrials,B,B,suspended,yes,suspend flights to Russia
Viking River Cruises,Switzerland,Consumer Discretionary,B,B,other,yes,cease all operations in Russia &amp; cancel trips to Russia up to 2024
Villeroy &amp; Boch,Germany,Consumer Discretionary,B,,suspended,no,Suspended business in the region until further notice
Visa,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Vitec Group,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all exports and services
Viva,Australia,Energy,B,B,suspended,yes,Suspended purchases of Russian oil
Volkswagen,Germany,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Volvo Cars,Sweden,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Volvo Group,Sweden,Industrials,B,B,suspended,yes,"suspend all sales, service and production"
WEKA,Israel,Information Technology,B,B,suspended,yes,suspend business and concrete deals with Russia
WWE,United States,Communication Services,B,B,suspended,yes,Suspend all operations in Russia
WarnerMedia,United States,Communication Services,B,B,suspended,yes,pause new content releases
Waters Corporation,United States,Health Care,B,B,suspended,yes,suspend all sales and services into Russia
WeTransfer,United States,Information Technology,B,B,suspended,yes,suspend all services in Russia
Western Union,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Wielton,Poland,Industrials,B,B,suspended,yes,suspended Russian exports
William Grant &amp; Sons,United Kingdom,Consumer Staples,B,,suspended,no,Suspend all shipments to Russia
Wimbledon,United Kingdom,NGO,B,B,other,yes,Ban Russian athletes
Wintershall Dea AG,Germany,Energy,B,D,sold,yes,intends to fully exit Russia
Wise PLC,United Kingdom,Information Technology,B,B,suspended,yes,Suspend Russian partnerships
Wizz Air,Hungary,Industrials,B,B,suspended,yes,Air flights to/from Russia are temporarily suspended
Wolffkran,Switzerland,Industrials,B,B,suspended,yes,Stop production in Russia; maintain personnel
World Boxing Council,Mexico,NGO,B,B,suspended,yes,Suspend Russia from title fights
World Federation of Exchanges,United Kingdom,NGO,B,B,suspended,yes,Suspend all Russian members and affiliates
Woseba,Poland,Consumer Staples,B,B,other,yes,suspends deliveries to Russia
Wrangler (Kontoor),United States,Consumer Discretionary,B,B,suspended,yes,Suspend online sales
Würth,Germany,Consumer Discretionary,B,B,suspended,yes,Stop exports to Russia
Xerox,United States,Information Technology,B,B,suspended,yes,Suspend shipments to Russia
YKK Group,Japan,Industrials,B,B,suspended,yes,Suspend operations in Russia
YOOX,Italy,Consumer Discretionary,B,B,suspended,yes,Suspend commercial activities
Yanmar,Japan,Consumer Discretionary,B,,suspended,no,suspend operations
Yara,Norway,Materials,B,B,suspended,yes,Suspend all imports from Russia
ZHA,United Kingdom,Industrials,B,B,suspended,yes,suspend operations in Russia
Zegna Group,Italy,Consumer Discretionary,B,B,suspended,yes,Suspended all shipments to and production for Russia partners
Zendesk,United States,Information Technology,B,B,suspended,yes,Suspend all sales to Russia
Zetor,Czech Republic,Industrials,B,B,suspended,yes,suspend all cooperation with Russia
Zynga,United States,Communication Services,B,B,suspended,yes,"suspend all installations, monetization and marketing support"
bunq.com,Netherlands,Financials,B,B,suspended,yes,suspend SWIFT transfers to sanctioned banks
d&amp;b audiotechnik,Germany,Consumer Discretionary,B,,suspended,no,suspend all shipments to Russia
eBay,United States,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
eDreams ODIGEO,Spain,Consumer Discretionary,B,B,other,yes,cease all operations involving Russia
iHerb,United States,Consumer Discretionary,B,,suspended,no,Suspend all Russian sales
Żabka,Poland,Consumer Staples,B,B,other,yes,Halts orders from Russia &amp; Belarus
AGCO,United States,Industrials,C,C,sold,yes,stop sale of new machines to Russia
ASBIS,Cyprus,Information Technology,C,C,other,yes,amends contracts following new sanctions
